Ticket ID,Customer Age,Customer Gender,Product Purchased,Date of Purchase,Ticket Type,Ticket Priority,Ticket Channel,Assigned Agent,Agent Quality Score,First Response Time (hrs),Resolution Time (hrs),Num Interactions,SLA Breached,Reopened,Resolved First Contact,Purchase Days Ago,Customer Satisfaction Rating
2643,42,Female,MacBook Air,08-09-2022,Technical issue,Medium,Email,Agent_050,3.02,2.88,34.55,4,1,1,0,199,2
2644,27,Female,Samsung Galaxy,09-09-2022,Technical issue,Low,Email,Agent_040,4.48,1.05,63.95,2,1,0,0,508,1
2645,22,Male,GoPro Hero,09-09-2022,Technical issue,Medium,Social media,Agent_012,1.96,7.42,15.52,2,0,0,0,329,3
2646,39,Female,iPhone 15,09-09-2022,Refund request,Low,Email,Agent_036,2.93,1.66,24.04,1,0,1,1,124,2
2647,59,Male,LG Monitor,10-09-2022,Technical issue,Critical,Phone,Agent_040,4.48,0.2,0.78,3,0,0,0,200,5
2648,42,Female,Sony WH-1000XM5,10-09-2022,Billing inquiry,High,Phone,Agent_029,2.33,0.92,6.09,4,0,0,0,75,3
2649,54,Female,HP Elite Laptop,11-09-2022,Technical issue,Critical,Email,Agent_002,2.83,0.68,2.58,4,1,1,0,157,2
2650,37,Female,MacBook Air,11-09-2022,Cancellation request,Critical,Social media,Agent_029,2.33,7.74,3.65,5,1,0,0,134,2
2651,45,Male,Bose QuietComfort,11-09-2022,Cancellation request,Medium,Chat,Agent_030,2.97,0.41,22.95,3,0,0,0,312,3
2652,38,Male,Xbox Controller,12-09-2022,Technical issue,High,Chat,Agent_036,2.93,0.27,8.1,3,1,0,0,120,2
2653,28,Male,GoPro Hero,12-09-2022,Technical issue,High,Email,Agent_044,2.21,3.9,11.94,4,1,0,0,12,2
2654,46,Male,MacBook Air,12-09-2022,Cancellation request,Medium,Chat,Agent_025,1.7,0.43,18.39,3,0,0,0,620,3
2655,22,Male,LG Monitor,13-09-2022,Technical issue,Low,Social media,Agent_021,3.73,3.12,44.67,4,0,0,0,545,2
2656,54,Female,MacBook Air,13-09-2022,Product inquiry,Medium,Phone,Agent_022,3.54,0.45,25.19,3,1,1,0,120,2
2657,66,Female,iPhone 15,14-09-2022,Cancellation request,Low,Phone,Agent_010,3.41,1.21,35.73,5,0,0,0,83,2
2658,22,Male,Sony WH-1000XM5,14-09-2022,Refund request,High,Social media,Agent_031,1.88,7.11,10.15,3,1,0,0,693,2
2659,50,Male,Bose QuietComfort,14-09-2022,Cancellation request,High,Chat,Agent_047,4.36,0.67,8.71,4,1,0,0,228,3
2660,62,Male,MacBook Air,15-09-2022,Billing inquiry,Critical,Email,Agent_009,2.55,2.73,2.39,4,1,0,0,186,2
2661,53,Female,GoPro Hero,15-09-2022,Product inquiry,High,Phone,Agent_041,3.03,0.37,4.24,6,0,0,0,211,4
2662,25,Female,MacBook Air,15-09-2022,Refund request,High,Chat,Agent_039,4.04,0.41,11.47,3,1,0,0,43,3
2663,69,Female,Xbox Controller,16-09-2022,Technical issue,Low,Chat,Agent_034,3.01,0.27,88.61,4,1,0,0,509,1
2664,23,Female,HP Elite Laptop,16-09-2022,Billing inquiry,Medium,Phone,Agent_039,4.04,0.59,33.09,3,1,0,0,73,2
2665,32,Other,iPhone 15,17-09-2022,Billing inquiry,Critical,Phone,Agent_041,3.03,0.32,1.45,1,0,0,1,19,5
2666,32,Female,Sony WH-1000XM5,17-09-2022,Product inquiry,High,Email,Agent_050,3.02,2.87,1.93,6,0,0,0,165,4
2667,65,Male,LG Monitor,17-09-2022,Refund request,High,Social media,Agent_023,3.96,1.85,7.71,3,0,0,0,267,4
2668,26,Female,Bose QuietComfort,18-09-2022,Billing inquiry,Low,Chat,Agent_012,1.96,0.32,62.4,4,1,0,0,440,1
2669,22,Male,Bose QuietComfort,18-09-2022,Refund request,High,Email,Agent_007,4.34,3.76,5.48,1,0,0,1,128,4
2670,43,Female,HP Elite Laptop,18-09-2022,Refund request,Critical,Phone,Agent_032,2.89,0.62,1.88,1,0,0,1,453,3
2671,40,Male,Dell XPS 13,19-09-2022,Billing inquiry,Low,Social media,Agent_019,3.74,6.37,75.14,4,1,1,0,301,1
2672,33,Female,Dell XPS 13,19-09-2022,Refund request,High,Social media,Agent_022,3.54,3.2,1.85,1,0,0,1,318,4
2673,56,Female,LG Monitor,20-09-2022,Product inquiry,Medium,Chat,Agent_016,3.21,0.32,28.01,2,1,0,0,654,2
2674,52,Female,MacBook Air,20-09-2022,Billing inquiry,Low,Social media,Agent_008,3.14,2.23,22.7,5,0,0,0,34,3
2675,27,Female,Xbox Controller,20-09-2022,Product inquiry,High,Phone,Agent_030,2.97,0.72,11.6,2,1,0,0,98,2
2676,44,Male,Bose QuietComfort,21-09-2022,Product inquiry,Low,Phone,Agent_006,2.49,1.1,66.54,3,1,0,0,210,1
2677,33,Male,MacBook Air,21-09-2022,Refund request,Low,Phone,Agent_002,2.83,0.51,47.25,4,0,0,0,316,2
2678,38,Male,Bose QuietComfort,21-09-2022,Refund request,High,Email,Agent_034,3.01,2.26,9.37,2,1,0,0,320,3
2679,29,Male,Bose QuietComfort,22-09-2022,Billing inquiry,High,Phone,Agent_029,2.33,0.14,4.56,2,0,0,0,710,3
2680,26,Female,MacBook Air,22-09-2022,Technical issue,Low,Email,Agent_040,4.48,2.08,68.41,1,1,0,1,435,1
2681,33,Male,HP Elite Laptop,23-09-2022,Billing inquiry,Critical,Phone,Agent_042,4.66,0.74,2.6,2,1,0,0,256,5
2682,26,Other,Dell XPS 13,23-09-2022,Product inquiry,Low,Phone,Agent_043,3.9,0.63,47.0,2,0,0,0,554,2
2683,46,Female,Samsung Galaxy,23-09-2022,Refund request,Critical,Social media,Agent_020,3.73,7.37,1.42,1,0,0,1,405,4
2684,40,Female,GoPro Hero,24-09-2022,Product inquiry,High,Chat,Agent_003,4.1,0.61,8.58,4,1,0,0,616,3
2685,56,Male,HP Elite Laptop,24-09-2022,Cancellation request,Medium,Phone,Agent_048,2.8,0.45,19.71,2,0,0,0,454,3
2686,60,Female,iPhone 15,24-09-2022,Cancellation request,Low,Social media,Agent_035,3.42,2.67,67.21,5,1,0,0,189,1
2687,66,Female,Xbox Controller,25-09-2022,Product inquiry,Medium,Social media,Agent_008,3.14,6.88,43.91,3,1,0,0,574,2
2688,41,Female,Xbox Controller,25-09-2022,Technical issue,Low,Chat,Agent_012,1.96,0.36,64.09,3,1,0,0,388,1
2689,39,Female,GoPro Hero,26-09-2022,Technical issue,High,Social media,Agent_050,3.02,2.42,6.79,3,0,0,0,143,4
2690,48,Female,Xbox Controller,26-09-2022,Billing inquiry,Medium,Social media,Agent_045,2.19,1.88,41.65,5,1,0,0,222,2
2691,27,Male,MacBook Air,26-09-2022,Billing inquiry,Medium,Chat,Agent_043,3.9,0.48,19.38,4,0,0,0,440,3
2692,64,Female,Xbox Controller,27-09-2022,Billing inquiry,High,Email,Agent_032,2.89,3.34,9.35,3,1,1,0,532,2
2693,59,Male,Samsung Galaxy,27-09-2022,Refund request,Low,Chat,Agent_029,2.33,0.16,38.22,3,0,1,0,280,2
2694,44,Male,Xbox Controller,27-09-2022,Technical issue,Medium,Chat,Agent_045,2.19,0.38,24.47,1,1,0,1,248,2
2695,51,Male,Bose QuietComfort,28-09-2022,Product inquiry,Low,Phone,Agent_021,3.73,0.27,6.61,3,0,0,0,116,4
2696,65,Male,HP Elite Laptop,28-09-2022,Cancellation request,High,Phone,Agent_003,4.1,0.72,3.4,5,0,1,0,405,4
2697,56,Male,MacBook Air,29-09-2022,Technical issue,High,Email,Agent_038,3.41,4.48,7.95,3,0,0,0,255,4
2698,41,Male,Dell XPS 13,29-09-2022,Technical issue,High,Chat,Agent_027,4.57,0.5,9.37,5,1,0,0,297,3
2699,38,Other,Xbox Controller,29-09-2022,Technical issue,Low,Chat,Agent_003,4.1,0.4,44.89,2,0,0,0,525,2
2700,32,Female,LG Monitor,30-09-2022,Billing inquiry,Low,Email,Agent_001,3.7,3.42,69.03,3,1,0,0,558,1
2701,34,Other,LG Monitor,30-09-2022,Refund request,Low,Phone,Agent_046,2.74,0.52,3.18,3,0,0,0,334,3
2702,62,Male,LG Monitor,30-09-2022,Product inquiry,Low,Chat,Agent_020,3.73,0.22,59.6,2,1,0,0,71,1
2703,36,Male,Xbox Controller,01-10-2022,Billing inquiry,Low,Email,Agent_007,4.34,4.84,80.02,3,1,0,0,59,1
2704,42,Female,iPhone 15,01-10-2022,Refund request,Medium,Phone,Agent_041,3.03,0.71,33.52,1,1,1,1,716,2
2705,57,Male,Bose QuietComfort,02-10-2022,Technical issue,Medium,Social media,Agent_001,3.7,3.0,32.16,2,1,1,0,51,2
2706,39,Male,Sony WH-1000XM5,02-10-2022,Refund request,Critical,Email,Agent_010,3.41,0.67,3.19,4,1,0,0,16,4
2707,58,Female,Xbox Controller,02-10-2022,Billing inquiry,Medium,Email,Agent_045,2.19,2.24,9.69,4,0,0,0,504,3
2708,68,Male,iPhone 15,03-10-2022,Technical issue,Medium,Chat,Agent_012,1.96,0.55,9.63,5,0,0,0,51,3
2709,66,Female,Sony WH-1000XM5,03-10-2022,Billing inquiry,Critical,Social media,Agent_004,1.73,6.3,1.89,3,0,0,0,128,3
2710,59,Female,GoPro Hero,03-10-2022,Product inquiry,Medium,Phone,Agent_007,4.34,0.61,22.96,2,0,0,0,170,3
2711,31,Male,Samsung Galaxy,04-10-2022,Technical issue,Medium,Social media,Agent_010,3.41,8.36,26.42,1,1,0,1,580,2
2712,45,Male,Bose QuietComfort,04-10-2022,Refund request,Critical,Chat,Agent_022,3.54,0.06,0.99,1,0,0,1,633,5
2713,29,Female,Xbox Controller,05-10-2022,Billing inquiry,Critical,Chat,Agent_025,1.7,0.34,1.94,3,0,0,0,180,3
2714,44,Male,HP Elite Laptop,05-10-2022,Cancellation request,Medium,Phone,Agent_029,2.33,0.86,35.75,5,1,0,0,328,2
2715,69,Male,MacBook Air,05-10-2022,Refund request,High,Phone,Agent_039,4.04,0.3,6.77,5,0,0,0,703,4
2716,41,Other,HP Elite Laptop,06-10-2022,Refund request,Medium,Phone,Agent_015,3.66,0.33,5.03,4,0,0,0,301,4
2717,39,Male,HP Elite Laptop,06-10-2022,Technical issue,High,Chat,Agent_019,3.74,0.32,1.89,3,0,0,0,251,4
2718,56,Female,GoPro Hero,06-10-2022,Refund request,Critical,Phone,Agent_039,4.04,0.42,3.19,2,1,0,0,518,5
2719,58,Other,MacBook Air,07-10-2022,Billing inquiry,Medium,Phone,Agent_046,2.74,0.45,41.93,4,1,0,0,262,2
2720,67,Male,GoPro Hero,07-10-2022,Cancellation request,High,Phone,Agent_046,2.74,0.59,5.1,4,0,0,0,91,3
2721,56,Male,Sony WH-1000XM5,08-10-2022,Product inquiry,High,Email,Agent_018,2.31,2.2,11.63,3,1,0,0,194,2
2722,53,Male,GoPro Hero,08-10-2022,Cancellation request,Medium,Phone,Agent_042,4.66,0.47,31.76,4,1,1,0,329,2
2723,40,Male,LG Monitor,08-10-2022,Billing inquiry,High,Chat,Agent_003,4.1,0.23,2.5,3,0,0,0,64,4
2724,25,Male,Samsung Galaxy,09-10-2022,Technical issue,Medium,Email,Agent_006,2.49,2.76,30.22,2,1,0,0,294,2
2725,45,Female,LG Monitor,09-10-2022,Billing inquiry,Low,Chat,Agent_022,3.54,0.38,64.86,5,1,0,0,226,1
2726,67,Male,Xbox Controller,09-10-2022,Refund request,Critical,Social media,Agent_041,3.03,5.33,1.91,4,0,1,0,445,3
2727,46,Female,Sony WH-1000XM5,10-10-2022,Technical issue,Medium,Email,Agent_046,2.74,2.14,19.34,4,0,0,0,334,3
2728,32,Other,iPhone 15,10-10-2022,Product inquiry,Medium,Phone,Agent_031,1.88,0.36,26.96,3,1,0,0,63,2
2729,56,Female,Sony WH-1000XM5,11-10-2022,Product inquiry,High,Email,Agent_021,3.73,2.48,5.08,1,0,0,1,497,4
2730,25,Female,iPhone 15,11-10-2022,Billing inquiry,Critical,Chat,Agent_008,3.14,0.29,3.37,4,1,0,0,583,3
2731,45,Male,Samsung Galaxy,11-10-2022,Refund request,Critical,Email,Agent_001,3.7,1.37,2.19,4,1,0,0,532,4
2732,50,Female,GoPro Hero,12-10-2022,Product inquiry,Medium,Social media,Agent_003,4.1,2.63,19.0,4,0,0,0,459,3
2733,28,Female,GoPro Hero,12-10-2022,Cancellation request,Medium,Phone,Agent_029,2.33,0.68,22.46,3,0,1,0,333,3
2734,59,Male,MacBook Air,12-10-2022,Technical issue,Medium,Phone,Agent_006,2.49,0.14,36.2,1,1,0,1,245,3
2735,54,Male,Xbox Controller,13-10-2022,Cancellation request,Medium,Social media,Agent_033,2.44,6.49,22.45,1,0,0,1,64,3
2736,42,Female,HP Elite Laptop,13-10-2022,Product inquiry,Critical,Chat,Agent_018,2.31,0.4,1.75,4,0,0,0,266,3
2737,51,Male,Dell XPS 13,14-10-2022,Product inquiry,High,Email,Agent_042,4.66,4.37,1.85,5,0,0,0,162,4
2738,39,Male,Sony WH-1000XM5,14-10-2022,Billing inquiry,Low,Chat,Agent_049,1.69,0.34,52.31,1,1,0,1,45,1
2739,19,Male,Sony WH-1000XM5,14-10-2022,Billing inquiry,Low,Chat,Agent_001,3.7,0.52,41.38,3,0,0,0,25,2
2740,68,Male,Xbox Controller,15-10-2022,Technical issue,Critical,Chat,Agent_022,3.54,0.49,1.0,2,0,0,0,300,5
2741,33,Female,LG Monitor,15-10-2022,Billing inquiry,Critical,Phone,Agent_031,1.88,1.15,2.63,5,1,0,0,225,2
2742,28,Female,Bose QuietComfort,15-10-2022,Refund request,Medium,Email,Agent_023,3.96,6.49,11.11,2,0,0,0,74,4
2743,31,Female,Xbox Controller,16-10-2022,Technical issue,High,Phone,Agent_008,3.14,0.35,5.63,2,0,0,0,116,4
2744,49,Male,Dell XPS 13,16-10-2022,Refund request,Medium,Phone,Agent_029,2.33,1.35,29.82,4,1,0,0,152,2
2745,39,Male,GoPro Hero,17-10-2022,Billing inquiry,High,Phone,Agent_044,2.21,0.93,10.05,2,1,0,0,581,2
2746,22,Female,iPhone 15,17-10-2022,Technical issue,High,Email,Agent_046,2.74,2.71,8.52,3,1,0,0,714,2
2747,53,Male,LG Monitor,17-10-2022,Product inquiry,High,Social media,Agent_019,3.74,1.87,7.12,2,0,1,0,91,3
2748,40,Male,LG Monitor,18-10-2022,Cancellation request,Medium,Phone,Agent_049,1.69,0.43,18.47,4,0,0,0,562,3
2749,36,Female,MacBook Air,18-10-2022,Product inquiry,Medium,Phone,Agent_016,3.21,0.45,13.7,2,0,0,0,289,3
2750,46,Male,Samsung Galaxy,18-10-2022,Refund request,Low,Phone,Agent_019,3.74,0.69,41.32,2,0,0,0,92,2
2751,59,Female,Dell XPS 13,19-10-2022,Product inquiry,Critical,Email,Agent_037,2.88,1.69,3.26,2,1,0,0,387,2
2752,40,Male,LG Monitor,19-10-2022,Product inquiry,Critical,Email,Agent_022,3.54,2.99,1.09,3,0,0,0,415,4
2753,26,Male,Dell XPS 13,20-10-2022,Cancellation request,High,Chat,Agent_019,3.74,0.45,2.53,3,0,0,0,541,4
2754,35,Male,Xbox Controller,20-10-2022,Cancellation request,Critical,Phone,Agent_004,1.73,0.31,1.46,3,0,0,0,172,3
2755,48,Other,iPhone 15,20-10-2022,Product inquiry,High,Phone,Agent_005,5.0,0.52,14.3,6,1,1,0,685,3
2756,54,Female,iPhone 15,21-10-2022,Cancellation request,Low,Email,Agent_005,5.0,1.85,38.6,1,0,0,1,372,2
2757,34,Female,Sony WH-1000XM5,21-10-2022,Product inquiry,High,Email,Agent_025,1.7,5.73,8.26,2,1,0,0,498,2
2758,35,Female,GoPro Hero,21-10-2022,Technical issue,Medium,Phone,Agent_024,4.32,0.38,25.14,2,1,1,0,236,2
2759,44,Male,Sony WH-1000XM5,22-10-2022,Product inquiry,Medium,Social media,Agent_001,3.7,5.84,15.99,6,0,0,0,42,3
2760,38,Female,LG Monitor,22-10-2022,Billing inquiry,Low,Chat,Agent_050,3.02,0.18,80.6,2,1,0,0,149,1
2761,18,Male,Samsung Galaxy,23-10-2022,Cancellation request,Medium,Chat,Agent_028,2.13,0.23,21.35,3,0,0,0,725,2
2762,49,Female,Sony WH-1000XM5,23-10-2022,Cancellation request,High,Phone,Agent_047,4.36,0.45,12.5,4,1,0,0,687,3
2763,31,Male,Sony WH-1000XM5,23-10-2022,Refund request,Low,Chat,Agent_021,3.73,0.16,49.43,4,1,1,0,611,1
2764,63,Female,Sony WH-1000XM5,24-10-2022,Refund request,Low,Chat,Agent_019,3.74,0.37,50.4,2,1,0,0,478,1
2765,31,Male,Dell XPS 13,24-10-2022,Billing inquiry,High,Phone,Agent_023,3.96,0.17,4.07,3,0,0,0,120,4
2766,50,Male,Xbox Controller,24-10-2022,Cancellation request,High,Chat,Agent_014,3.19,0.36,12.28,4,1,0,0,529,3
2767,53,Female,Samsung Galaxy,25-10-2022,Cancellation request,Medium,Email,Agent_006,2.49,3.15,22.0,2,0,0,0,541,3
2768,56,Male,iPhone 15,25-10-2022,Refund request,Low,Phone,Agent_032,2.89,0.59,51.51,2,1,0,0,48,1
2769,29,Male,MacBook Air,26-10-2022,Refund request,Medium,Email,Agent_050,3.02,4.27,44.59,4,1,0,0,386,2
2770,62,Male,Dell XPS 13,26-10-2022,Product inquiry,High,Phone,Agent_032,2.89,0.8,9.3,2,1,0,0,128,2
2771,42,Male,LG Monitor,26-10-2022,Cancellation request,High,Email,Agent_008,3.14,1.75,8.91,4,1,1,0,502,3
2772,32,Female,Samsung Galaxy,27-10-2022,Cancellation request,Low,Chat,Agent_037,2.88,0.41,71.76,3,1,0,0,447,1
2773,37,Female,iPhone 15,27-10-2022,Product inquiry,Critical,Social media,Agent_022,3.54,5.07,2.87,2,1,0,0,580,3
2774,51,Female,Samsung Galaxy,27-10-2022,Cancellation request,Low,Email,Agent_008,3.14,4.49,37.13,4,0,0,0,39,2
2775,31,Female,Bose QuietComfort,28-10-2022,Billing inquiry,Low,Email,Agent_038,3.41,2.29,34.38,3,0,0,0,473,1
2776,47,Male,Bose QuietComfort,28-10-2022,Refund request,Medium,Social media,Agent_010,3.41,0.74,29.54,1,1,0,1,133,2
2777,61,Female,Sony WH-1000XM5,29-10-2022,Refund request,Medium,Social media,Agent_003,4.1,4.53,17.58,5,0,0,0,119,3
2778,30,Male,Sony WH-1000XM5,29-10-2022,Refund request,Critical,Email,Agent_013,3.76,2.99,2.25,2,1,0,0,324,3
2779,31,Male,Bose QuietComfort,29-10-2022,Technical issue,Low,Email,Agent_039,4.04,4.8,18.1,4,0,1,0,52,3
2780,46,Female,MacBook Air,30-10-2022,Billing inquiry,Medium,Email,Agent_030,2.97,4.34,44.42,2,1,0,0,136,2
2781,43,Male,iPhone 15,30-10-2022,Billing inquiry,Medium,Phone,Agent_004,1.73,0.24,16.62,3,0,0,0,404,3
2782,20,Female,LG Monitor,30-10-2022,Product inquiry,Medium,Email,Agent_045,2.19,4.78,31.37,4,1,0,0,169,2
2783,42,Male,GoPro Hero,31-10-2022,Technical issue,Low,Email,Agent_006,2.49,1.66,63.35,1,1,0,1,582,1
2784,44,Female,GoPro Hero,31-10-2022,Cancellation request,Low,Social media,Agent_016,3.21,2.93,90.02,5,1,0,0,548,1
2785,62,Female,Dell XPS 13,01-11-2022,Billing inquiry,Low,Social media,Agent_022,3.54,5.43,55.85,2,1,0,0,517,1
2786,57,Female,MacBook Air,01-11-2022,Technical issue,Medium,Phone,Agent_027,4.57,0.6,19.46,4,0,1,0,360,3
2787,33,Female,MacBook Air,01-11-2022,Technical issue,High,Phone,Agent_021,3.73,0.51,8.05,3,1,0,0,660,3
2788,55,Female,LG Monitor,02-11-2022,Billing inquiry,High,Chat,Agent_029,2.33,0.33,4.73,2,0,0,0,237,3
2789,28,Male,Samsung Galaxy,02-11-2022,Product inquiry,Medium,Email,Agent_001,3.7,1.11,40.07,2,1,0,0,68,2
2790,46,Female,GoPro Hero,02-11-2022,Technical issue,Medium,Email,Agent_030,2.97,2.9,20.39,1,0,0,1,150,3
2791,64,Male,Samsung Galaxy,03-11-2022,Refund request,Critical,Social media,Agent_024,4.32,8.08,3.96,2,1,0,0,481,3
2792,68,Female,Samsung Galaxy,03-11-2022,Technical issue,Medium,Chat,Agent_013,3.76,0.34,16.34,6,0,0,0,415,3
2793,41,Female,MacBook Air,04-11-2022,Cancellation request,Medium,Email,Agent_030,2.97,5.73,55.1,3,1,0,0,221,1
2794,46,Female,Samsung Galaxy,04-11-2022,Billing inquiry,High,Chat,Agent_026,1.33,0.35,5.47,5,0,0,0,261,3
2795,51,Male,GoPro Hero,04-11-2022,Cancellation request,High,Phone,Agent_034,3.01,0.34,5.26,6,0,0,0,266,4
2796,28,Male,iPhone 15,05-11-2022,Product inquiry,Medium,Email,Agent_020,3.73,1.7,16.53,2,0,0,0,459,3
2797,37,Female,HP Elite Laptop,05-11-2022,Refund request,Low,Email,Agent_006,2.49,4.68,32.17,1,0,0,1,626,2
2798,37,Male,Samsung Galaxy,05-11-2022,Billing inquiry,Low,Phone,Agent_043,3.9,0.62,57.11,3,1,0,0,677,1
2799,26,Male,LG Monitor,06-11-2022,Technical issue,Critical,Email,Agent_049,1.69,0.94,1.38,2,0,0,0,56,3
2800,40,Male,Xbox Controller,06-11-2022,Refund request,Low,Phone,Agent_009,2.55,0.59,20.62,2,0,0,0,408,3
2801,53,Female,Sony WH-1000XM5,07-11-2022,Technical issue,Medium,Phone,Agent_037,2.88,0.68,13.32,6,0,0,0,469,3
2802,66,Female,LG Monitor,07-11-2022,Product inquiry,Low,Chat,Agent_037,2.88,0.16,96.81,2,1,0,0,243,1
2803,44,Male,Bose QuietComfort,07-11-2022,Billing inquiry,Low,Social media,Agent_016,3.21,4.47,21.09,2,0,0,0,514,3
2804,41,Male,GoPro Hero,08-11-2022,Product inquiry,Low,Social media,Agent_004,1.73,2.92,52.7,1,1,1,1,655,1
2805,57,Male,Xbox Controller,08-11-2022,Product inquiry,Low,Phone,Agent_032,2.89,0.44,26.19,4,0,0,0,169,2
2806,42,Female,Sony WH-1000XM5,08-11-2022,Product inquiry,Low,Chat,Agent_020,3.73,0.2,59.25,3,1,0,0,575,1
2807,42,Female,LG Monitor,09-11-2022,Product inquiry,High,Phone,Agent_029,2.33,0.06,8.83,5,1,1,0,433,2
2808,65,Male,Xbox Controller,09-11-2022,Technical issue,Medium,Chat,Agent_031,1.88,0.14,44.16,2,1,0,0,666,2
2809,50,Male,HP Elite Laptop,10-11-2022,Cancellation request,High,Chat,Agent_045,2.19,0.5,6.44,2,0,0,0,578,3
2810,48,Male,GoPro Hero,10-11-2022,Technical issue,Low,Social media,Agent_017,2.74,3.62,58.43,2,1,0,0,285,1
2811,27,Female,iPhone 15,10-11-2022,Refund request,Critical,Social media,Agent_041,3.03,9.58,3.24,5,1,0,0,454,3
2812,56,Female,Dell XPS 13,11-11-2022,Product inquiry,Critical,Chat,Agent_025,1.7,0.19,1.83,4,0,0,0,188,3
2813,32,Male,MacBook Air,11-11-2022,Refund request,Low,Social media,Agent_045,2.19,5.68,53.27,5,1,0,0,705,1
2814,18,Male,HP Elite Laptop,11-11-2022,Technical issue,Critical,Chat,Agent_016,3.21,0.39,0.7,3,0,0,0,296,4
2815,33,Male,Bose QuietComfort,12-11-2022,Product inquiry,Low,Email,Agent_020,3.73,3.02,58.9,5,1,0,0,523,1
2816,38,Other,MacBook Air,12-11-2022,Technical issue,High,Phone,Agent_042,4.66,0.84,8.93,2,1,0,0,692,3
2817,19,Male,iPhone 15,13-11-2022,Product inquiry,Medium,Social media,Agent_010,3.41,1.87,15.08,3,0,0,0,382,3
2818,20,Female,HP Elite Laptop,13-11-2022,Technical issue,Medium,Phone,Agent_048,2.8,0.83,9.38,1,0,0,1,343,3
2819,32,Female,Sony WH-1000XM5,13-11-2022,Billing inquiry,Medium,Social media,Agent_023,3.96,4.17,20.9,4,0,0,0,602,3
2820,49,Male,Xbox Controller,14-11-2022,Cancellation request,Medium,Phone,Agent_033,2.44,0.66,9.93,3,0,0,0,223,3
2821,67,Male,GoPro Hero,14-11-2022,Cancellation request,High,Phone,Agent_043,3.9,0.51,8.59,5,1,0,0,335,3
2822,64,Male,Xbox Controller,14-11-2022,Product inquiry,Medium,Social media,Agent_013,3.76,8.73,31.64,1,1,0,1,457,2
2823,44,Female,Samsung Galaxy,15-11-2022,Billing inquiry,Medium,Social media,Agent_025,1.7,2.82,3.15,3,0,0,0,448,3
2824,53,Female,LG Monitor,15-11-2022,Refund request,Critical,Social media,Agent_050,3.02,1.32,1.36,4,0,0,0,615,4
2825,52,Female,Bose QuietComfort,16-11-2022,Billing inquiry,Critical,Social media,Agent_037,2.88,6.82,3.81,3,1,1,0,337,2
2826,56,Female,Samsung Galaxy,16-11-2022,Product inquiry,Critical,Chat,Agent_036,2.93,0.37,2.81,2,1,0,0,355,2
2827,41,Male,Samsung Galaxy,16-11-2022,Billing inquiry,Critical,Social media,Agent_024,4.32,5.92,0.78,2,0,1,0,356,3
2828,69,Other,Bose QuietComfort,17-11-2022,Refund request,Low,Social media,Agent_006,2.49,8.18,36.41,5,0,0,0,232,1
2829,68,Female,LG Monitor,17-11-2022,Product inquiry,Medium,Social media,Agent_015,3.66,5.63,2.49,1,0,1,1,267,3
2830,25,Male,Sony WH-1000XM5,17-11-2022,Cancellation request,Low,Email,Agent_034,3.01,2.64,75.65,4,1,1,0,190,1
2831,24,Other,LG Monitor,18-11-2022,Billing inquiry,Critical,Phone,Agent_004,1.73,0.54,2.18,1,1,0,1,48,2
2832,21,Female,GoPro Hero,18-11-2022,Cancellation request,Low,Social media,Agent_014,3.19,9.96,51.35,1,1,0,1,284,1
2833,47,Female,Xbox Controller,19-11-2022,Cancellation request,Medium,Social media,Agent_004,1.73,5.87,38.51,2,1,0,0,55,2
2834,27,Female,Sony WH-1000XM5,19-11-2022,Technical issue,Low,Phone,Agent_028,2.13,0.74,42.68,4,0,0,0,339,2
2835,42,Female,Dell XPS 13,19-11-2022,Refund request,Low,Phone,Agent_029,2.33,0.35,54.78,3,1,0,0,119,1
2836,59,Female,Xbox Controller,20-11-2022,Billing inquiry,Low,Chat,Agent_018,2.31,0.48,74.33,4,1,0,0,2,1
2837,64,Male,Sony WH-1000XM5,20-11-2022,Cancellation request,High,Phone,Agent_020,3.73,0.45,4.93,3,0,0,0,224,4
2838,49,Male,LG Monitor,20-11-2022,Cancellation request,Low,Phone,Agent_048,2.8,0.11,18.27,3,0,0,0,203,3
2839,49,Female,Bose QuietComfort,21-11-2022,Refund request,Medium,Email,Agent_041,3.03,3.37,45.73,5,1,0,0,656,2
2840,67,Male,LG Monitor,21-11-2022,Cancellation request,High,Chat,Agent_032,2.89,0.37,5.24,3,0,0,0,11,3
2841,49,Male,Dell XPS 13,22-11-2022,Cancellation request,High,Email,Agent_008,3.14,3.59,1.65,3,0,0,0,259,4
2842,27,Male,Sony WH-1000XM5,22-11-2022,Cancellation request,Low,Phone,Agent_043,3.9,0.48,30.89,1,0,0,1,298,2
2843,26,Male,GoPro Hero,22-11-2022,Cancellation request,Critical,Social media,Agent_046,2.74,7.68,1.52,4,0,0,0,669,2
2844,42,Female,LG Monitor,23-11-2022,Technical issue,High,Chat,Agent_049,1.69,0.4,16.28,4,1,1,0,197,2
2845,42,Female,Sony WH-1000XM5,23-11-2022,Technical issue,Low,Phone,Agent_013,3.76,0.47,61.4,2,1,0,0,604,1
2846,58,Male,Xbox Controller,23-11-2022,Product inquiry,High,Phone,Agent_040,4.48,0.82,7.35,3,0,1,0,415,3
2847,33,Male,Dell XPS 13,24-11-2022,Billing inquiry,High,Social media,Agent_046,2.74,5.97,5.44,4,0,0,0,333,3
